######################################################################################################################
#                                            EXPERIMENTAL PROTOCOL REPORT                                            #
######################################################################################################################
# DATE      : 05-05-2026                                                                                             #
# TIME      : 10-35                                                                                                  #
# DATASET   : MNIST digits stratified                                                                                #
# CLASSIFIER: DenseBaseline                                                                                          #
# SUBSET    : 5/5                                                                                                    #
# SPLITS    : train=921, val=231, test=288                                                                           #
# TRAINING  : epochs=50, batch_size=16, lr=0.0010, device=cpu                                                        #
# MODEL     : num_classes=10                                                                                         #
# TORCHINFO SUMMARY:                                                                                                 #
# torchinfo.summary unavailable: No module named 'torchinfo'                                                         #
######################################################################################################################

+---------+--------+--------+--------+--------+--------+--------+--------+--------+--------+--------+
|  Epoch  | TrLoss | TrAcc  | TrPrec | TrRec  |  TrF1  | VaLoss | VaAcc  | VaPrec | VaRec  |  VaF1  |
+=========+========+========+========+========+========+========+========+========+========+========+
|  001/050|  2.1034|  0.4007|  0.5325|  0.4007|  0.4016|  1.9262|  0.6104|  0.7016|  0.6104|  0.6052|
|  002/050|  1.7422|  0.7524|  0.7811|  0.7524|  0.7496|  1.6459|  0.7359|  0.7588|  0.7359|  0.7340|
|  003/050|  1.4767|  0.8078|  0.8172|  0.8078|  0.8038|  1.4376|  0.7662|  0.7837|  0.7662|  0.7664|
|  004/050|  1.2782|  0.8198|  0.8322|  0.8198|  0.8161|  1.2809|  0.7792|  0.7954|  0.7792|  0.7812|
|  005/050|  1.1306|  0.8284|  0.8355|  0.8284|  0.8260|  1.1653|  0.7879|  0.8060|  0.7879|  0.7898|
|  006/050|  1.0215|  0.8339|  0.8397|  0.8339|  0.8322|  1.0727|  0.8052|  0.8192|  0.8052|  0.8061|
|  007/050|  0.9346|  0.8426|  0.8472|  0.8426|  0.8408|  0.9983|  0.8182|  0.8300|  0.8182|  0.8196|
|  008/050|  0.8649|  0.8502|  0.8537|  0.8502|  0.8490|  0.9401|  0.8182|  0.8310|  0.8182|  0.8195|
|  009/050|  0.8080|  0.8480|  0.8527|  0.8480|  0.8467|  0.8899|  0.8312|  0.8398|  0.8312|  0.8320|
|  010/050|  0.7582|  0.8534|  0.8580|  0.8534|  0.8526|  0.8469|  0.8355|  0.8436|  0.8355|  0.8364|
|  011/050|  0.7210|  0.8599|  0.8635|  0.8599|  0.8593|  0.8110|  0.8398|  0.8472|  0.8398|  0.8400|
|  012/050|  0.6849|  0.8610|  0.8650|  0.8610|  0.8602|  0.7808|  0.8355|  0.8441|  0.8355|  0.8356|
|  013/050|  0.6549|  0.8654|  0.8683|  0.8654|  0.8648|  0.7524|  0.8485|  0.8538|  0.8485|  0.8488|
|  014/050|  0.6274|  0.8643|  0.8660|  0.8643|  0.8636|  0.7286|  0.8571|  0.8600|  0.8571|  0.8571|
|  015/050|  0.6030|  0.8675|  0.8701|  0.8675|  0.8670|  0.7053|  0.8658|  0.8682|  0.8658|  0.8660|
|  016/050|  0.5826|  0.8708|  0.8733|  0.8708|  0.8702|  0.6863|  0.8571|  0.8604|  0.8571|  0.8572|
|  017/050|  0.5647|  0.8708|  0.8742|  0.8708|  0.8705|  0.6686|  0.8571|  0.8589|  0.8571|  0.8569|
|  018/050|  0.5469|  0.8730|  0.8755|  0.8730|  0.8724|  0.6533|  0.8571|  0.8594|  0.8571|  0.8569|
|  019/050|  0.5305|  0.8719|  0.8741|  0.8719|  0.8715|  0.6369|  0.8528|  0.8546|  0.8528|  0.8527|
|  020/050|  0.5164|  0.8773|  0.8791|  0.8773|  0.8769|  0.6231|  0.8571|  0.8589|  0.8571|  0.8569|
|  021/050|  0.5017|  0.8773|  0.8794|  0.8773|  0.8771|  0.6120|  0.8571|  0.8594|  0.8571|  0.8569|
|  022/050|  0.4903|  0.8806|  0.8822|  0.8806|  0.8802|  0.6001|  0.8485|  0.8514|  0.8485|  0.8483|
|  023/050|  0.4799|  0.8817|  0.8833|  0.8817|  0.8813|  0.5893|  0.8485|  0.8514|  0.8485|  0.8483|
|  024/050|  0.4721|  0.8806|  0.8829|  0.8806|  0.8804|  0.5796|  0.8528|  0.8544|  0.8528|  0.8522|
|  025/050|  0.4586|  0.8838|  0.8862|  0.8838|  0.8838|  0.5701|  0.8528|  0.8544|  0.8528|  0.8522|
|  026/050|  0.4482|  0.8849|  0.8860|  0.8849|  0.8845|  0.5616|  0.8528|  0.8543|  0.8528|  0.8526|
|  027/050|  0.4426|  0.8903|  0.8918|  0.8903|  0.8902|  0.5552|  0.8528|  0.8543|  0.8528|  0.8526|
|  028/050|  0.4326|  0.8914|  0.8933|  0.8914|  0.8913|  0.5466|  0.8528|  0.8554|  0.8528|  0.8523|
|  029/050|  0.4259|  0.8958|  0.8974|  0.8958|  0.8956|  0.5414|  0.8528|  0.8571|  0.8528|  0.8520|
|  030/050|  0.4150|  0.8947|  0.8971|  0.8947|  0.8946|  0.5353|  0.8528|  0.8575|  0.8528|  0.8520|
|  031/050|  0.4127|  0.8936|  0.8955|  0.8936|  0.8936|  0.5256|  0.8571|  0.8583|  0.8571|  0.8566|
|  032/050|  0.4020|  0.8990|  0.9017|  0.8990|  0.8992|  0.5224|  0.8485|  0.8528|  0.8485|  0.8479|
|  033/050|  0.3958|  0.9012|  0.9026|  0.9012|  0.9012|  0.5157|  0.8571|  0.8587|  0.8571|  0.8567|
|  034/050|  0.3889|  0.9001|  0.9023|  0.9001|  0.9001|  0.5115|  0.8615|  0.8638|  0.8615|  0.8608|
|  035/050|  0.3826|  0.9012|  0.9030|  0.9012|  0.9010|  0.5056|  0.8615|  0.8647|  0.8615|  0.8608|
|  036/050|  0.3773|  0.9077|  0.9088|  0.9077|  0.9076|  0.5023|  0.8528|  0.8575|  0.8528|  0.8520|
|  037/050|  0.3718|  0.9055|  0.9079|  0.9055|  0.9057|  0.4990|  0.8571|  0.8616|  0.8571|  0.8564|
|  038/050|  0.3704|  0.9077|  0.9092|  0.9077|  0.9078|  0.4921|  0.8658|  0.8672|  0.8658|  0.8651|
|  039/050|  0.3632|  0.9088|  0.9102|  0.9088|  0.9087|  0.4883|  0.8571|  0.8616|  0.8571|  0.8564|
|  040/050|  0.3586|  0.9131|  0.9147|  0.9131|  0.9131|  0.4886|  0.8528|  0.8575|  0.8528|  0.8520|
|  041/050|  0.3527|  0.9110|  0.9123|  0.9110|  0.9109|  0.4834|  0.8571|  0.8621|  0.8571|  0.8567|
|  042/050|  0.3483|  0.9121|  0.9136|  0.9121|  0.9121|  0.4774|  0.8745|  0.8762|  0.8745|  0.8738|
|  043/050|  0.3438|  0.9099|  0.9118|  0.9099|  0.9100|  0.4737|  0.8658|  0.8684|  0.8658|  0.8655|
|  044/050|  0.3395|  0.9142|  0.9153|  0.9142|  0.9141|  0.4716|  0.8745|  0.8762|  0.8745|  0.8738|
|  045/050|  0.3371|  0.9175|  0.9187|  0.9175|  0.9174|  0.4688|  0.8528|  0.8582|  0.8528|  0.8528|
|  046/050|  0.3322|  0.9121|  0.9134|  0.9121|  0.9120|  0.4651|  0.8615|  0.8639|  0.8615|  0.8610|
|  047/050|  0.3251|  0.9164|  0.9176|  0.9164|  0.9163|  0.4634|  0.8615|  0.8656|  0.8615|  0.8607|
|  048/050|  0.3284|  0.9164|  0.9174|  0.9164|  0.9163|  0.4627|  0.8615|  0.8656|  0.8615|  0.8607|
|  049/050|  0.3175|  0.9164|  0.9179|  0.9164|  0.9164|  0.4586|  0.8615|  0.8656|  0.8615|  0.8607|
|  050/050|  0.3149|  0.9164|  0.9179|  0.9164|  0.9164|  0.4564|  0.8615|  0.8656|  0.8615|  0.8607|
+---------+--------+--------+--------+--------+--------+--------+--------+--------+--------+--------+

######################################################################################################################
#                                                    TEST RESULTS                                                    #
######################################################################################################################
# LOSS      : 0.4162                                                                                                 #
# ACCURACY  : 0.9062                                                                                                 #
# PRECISION : 0.9076                                                                                                 #
# RECALL    : 0.9062                                                                                                 #
# F1        : 0.9055                                                                                                 #
# CONFUSION MATRIX:                                                                                                  #
# [[26  0  0  0  1  0  1  0  1  0]                                                                                   #
#  [ 0 29  0  0  0  0  0  0  0  0]                                                                                   #
#  [ 0  0 28  0  0  0  0  0  1  0]                                                                                   #
